Month,Car,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)",TypeOfTrigger,Location,Cause
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Driver disengaged with steering input. Driver took over for insufficient nudging around a stopped vehicle.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over to yield to pedestrians at a crosswalk and give more space.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Localization module detected a localizer incident.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Highway,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for a slow approach into a highway onramp with a vehicle approaching quickly behind us.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver braking for a late reaction to a yellow light.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for a failure to yield at a required yield.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Recording module incident detected.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Recording module incident detected.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470497,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Vision lost connection to camera.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Recording module incident detected.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Fusion Grid World module state error.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Driver disengaged with steering input. Driver took over because ego vehicle was turning right into the far lane instead of the near lane.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Highway,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for a failure to yield at a required yield.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over accidentally.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for improper yielding to a pedestrian near the roadway.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for improper yielding at a crosswalk with approaching pedestrians.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Fusion Dynamic World reported a Sensor Fusion relevant incident.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Fusion Dynamic World reported a Sensor Fusion relevant incident.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for improper yielding to a pedestrian near the roadway.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Fusion Grid World module state error.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for a failure to yield at a required yield.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for improper yielding to a pedestrian near the roadway.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Highway,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for animal in the roadway.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for a failure to yield to a car turning left at a 4-way stop.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for a failure to yield at a required yield.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Highway,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for late braking for a yellow light.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for pedestrians suddenly entering the roadway.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over because ego vehicle was not leaving sufficient space around other car during lane change.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over because ego vehicle was getting too close to the lead vehicle.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Highway,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over because ego vehicle failed to initiate and complete a lane change in the allotted space.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,An issue with motion control system caused the system to disengage.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Driver disengaged with steering input. Driver took over because ego vehicle was getting too close to parked cars on the right.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over because ego vehicle was slowing down too much to find a lane change gap.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over because ego vehicle was approaching red light too fast after completing a lane change.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over because of braking behavior immediately after engaging.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Driver disengaged with steering input. Driver took over because ego vehicle suddenly made an inappropriate lane change to a lane we did not need to be in.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for braking and rough trajectory during lane change.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Driver disengaged with steering input. Driver took over because ego vehicle suddenly made an inappropriate lane change to a lane we did not need to be in.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Driver disengaged with steering input. Driver took over because ego vehicle went into a fallback trajectory state immediately after engaging.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Localization module detected a localizer incident.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Driver disengaged with steering input. Driver took over because vehicle failed to slow and yield at a required yield.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Maps incident detected.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Freeway,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over because of unstable planned trajectory availability.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for inappropriate lane change planned too close to lead vehicle and too close to intersection.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Highway,Driver disengaged with steering input. Driver took over for drifting behavior due to poor localization.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for unexpected braking during left turn.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Fusion Grid World module state error.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Driver disengaged with steering input. Driver took over because ego vehicle kept attempting to pull over and queue behind parked cars.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for braking and slow driving through right turn.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for ego vehicle creeping into 4-way stop intersection while yielding to pedestrians.
Unknown,WDD2221591A470796,No,Yes,AV System,Highway,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470497,No,Yes,Test Driver,Highway,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over because ego vehicle failed to initiate and complete a lane change in the allotted space.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Highway,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over because ego vehicle slowed down too quickly in an exit lane.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Maps incident detected.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Fusion Dynamic World reported a Sensor Fusion relevant incident.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over due to improper yielding to a pedestrian near roadway during left turn.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Highway,Driver disengaged with steering input. Driver took over for drifting behavior due to poor localization.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Driver disengaged with steering input. Driver took over for wobbly pathing while driving straight in-lane.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Localization module detected a localizer incident.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over because other car cut into our lane during a left turn.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Unknown error that caused the system to disengage: [29.14]Pedestrian detection MRCFR2 state timeout
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Data that Vision received from the Driving State Module is too old.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Maps incident detected.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Data that Vision received from the Driving State Module is too old.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Data that Vision received from the Driving State Module is too old.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Data that Vision received from the Driving State Module is too old.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Data that Vision received from the Driving State Module is too old.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Data that Vision received from the Driving State Module is too old.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Localization module detected a localizer incident.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Data that Vision received from the Driving State Module is too old.
Unknown,WDD2221591A470796,No,Yes,AV System,Highway,Data that Vision received from the Driving State Module is too old.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Data that Vision received from the Driving State Module is too old.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Data that Vision received from the Driving State Module is too old.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Data that Vision received from the Driving State Module is too old.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
